X,Y,UNIQ_GIS_ID,PR_VERS_NUM,PR_NUM,PR_MP,FACL_ID,FACL_TYP_CD,FACL_ENTR_TYPE_CD,FACL_NAME,CRPL_PRMY_RTE_NAME,CRPL_LOT_LOC_NAME,CRPL_EXIT_NUM,CRPL_QUAD_CD,CRPL_DRTN_TXT,ENTR_SIGN_IND,USAGE_COND_YR,CRPL_LOT_CPCY,CRPL_LOT_USGE_QTY,AREA_LIT_DESC,SURF_TYP_DESC,CNTY_CD,FACL_PHYS_ADDR,CRPL_ENTR_PASER_COND_CD,CRPL_LOT_PASER_COND_CD
-82.500283473,42.9497352060001,412,17,968503,0.082,977002,CL,P,Port Huron/Marysville,I-94,Range Road,269,SE,"From eastbound I-94 take exit 269 near Marysville.  Continue across Range Road to Dove Road (directly across from off-ramp).  Turn left/west onto Old Dove Road (first left/west).  Lot is first left/east.

From westbound I-94 take exit 269 south of Port Huron (2 miles south of I-69 exit 198).  Turn left/south onto Range Road.  Turn left/north onto Dove Road (across freeway directly across from eastbound I-94 off-ramp).  Turn left/west onto Old Dove Road (first left/west).  Lot is first left/east.",Yes,2019,40,4,Yes,Paved,77,"4620 Gratiot Rd
Smiths Creek, Mi 48074",7,7
-82.556972518,42.860252997,413,17,969901,5.836,977005,CL,P,St. Clair,I-94,Wadhams Road,262,SW,"From eastbound I-94 take exit 262 near St. Clair.  Turn right/south onto Wadhams Road.  Lot is first right/east.

From westbound I-94 take exit 262 near St. Clair.  Turn left/south onto Wadhams Road.  Lot is first right/east past eastbound off-ramp across freeway.",Yes,2019,74,17,Near,Paved,77,"1682 Wadhams Rd
St Clair, Mi 48079",6,6
-82.926179368,42.983587217,414,17,972704,3.061,977004,CL,P,Capac,I-69,Capac Road/M-21,176,SE,"From eastbound I-69 take exit 176 near Capac.  Turn right/south onto Capac Road.  Turn left/east onto Burt Road (first road south of interchange).  Lot is first left/north.

From westbound I-69 take exit 176 near Capac.  Turn left/south onto Capac Road.  Turn left/east onto Burt Road (first road south of interchange).  Lot is first left/north.",Yes,2019,40,10,Yes,Paved,77,"14968 Burt Rd, Mussey Township, MI 48002",6,6
-85.094537625,42.727081545,415,17,983603,10.952,708001,CL,P,Woodland,M-43,M-66 (S Junction),,SW,"From westbound M-43/southbound M-66 lot is first right/west past M-43/Carleton Center Road junction with M-66 2 miles south of M-43/M-50/M-66 intersection south of Woodbury.

From northbound M-66 lot is last left/west before M-43 junction 9 miles north of Nashville.

From eastbound M-43 turn right/south onto M-66 2 miles east of Woodland.  Lot is first right/west.",Yes,2019,22,3,No,Paved,8,"4960 N Clark Rd
Woodland, Mi 48897",5,5
-85.0939115579999,42.5679041160001,416,17,991006,6.102,708002,CL,P,Nashville/Maple Grove,M-66,M-79 (S Junction),,NE,"From southbound M-66/eastbound M-79 turn left/east onto M-79 2 miles south of Nashville.  Turn left/north onto Clark Road (first left/north).  Lot is first left/east.

From eastbound M-79 turn right/north onto Clark Road 12.5 miles west of Charlotte (1 mile west of Barry/Eaton County Line).  Lot is first left/west.

From northbound M-66 turn right/east onto M-79 2 miles north of Maple Grove (12 miles north of M-78 junction).  Turn left/north onto Clark Road (first left/north).  Lot is first left/west.",Yes,2019,30,2,Near,Paved,8,"S Clark Rd, Nashville, MI 49073",6,6
-85.4585712909999,44.823738925,419,17,994002,9.767,328004,CL,P,Yuba Creek,US-31,Yuba Park Rd,,SW,"From northbound US-31 lot is located on left/west just before Yuba Park Road.

From southbound US-31 lot is located on right/west just after Yuba Park Road.",Yes,2019,16,0,Near,Paved,28,"9657 US-31 Williamsburg, MI 49690",6,6
-85.498576607,44.7732985810001,420,17,994307,0.103,328002,CL,P,Acme,US-31,M-72,,NE,"From westbound M-72 lot is located on right/north just before Masonic Temple at corner of M-72 and McDermott Street in Acme.

From northbound US-31/eastbound M-72 turn right/east onto M-72 in Acme.  Lot is second left/north past McDermott Street beside Masonic Temple.

From southbound US-31 turn left/east onto M-72 in Acme.  Lot is second left/north past McDermott Street beside Masonic Temple.",Yes,2019,33,1,No,Gravel,28,"3500 M-72
Williamsburg, MI 49690
",8,6
-84.225494235,44.246554814,421,17,1005805,4.853,465001,CL,P,West Branch,I-75,I-75BL,212,NE,"From northbound I-75 take exit 212/Business I-75 south of West Branch. Turn left/south at end of ramp. Lot is first left/east inside interchange.

From southbound I-75 take exit 212/Business I-75 south of West Branch. Turn left/north at end of ramp. Lot is first right/east inside interchange past overpass.

From westbound M-55 turn left/south onto Business I-75 in West Branch. Lot is first left/east past freeway on/off-ramps inside interchange.",Yes,2019,40,4,No,Paved,65,"Cook Rd
West Branch, Mi 48661",9,7
-82.726586617,43.42478663,422,17,1015404,1.709,674001,CL,P,Carsonville,M-46,Ruth Rd.,,SE,"From eastbound M-46 lot is on right/south 0.2 miles east of Ruth Road and 0.2 miles west of Black River.

From westbound M-46 lot is on left/south 0.2 miles east of Ruth Road and 0.2 miles west of Black River.",Yes,2019,10,4,No,Paved,74,"2625 Sanilac Rd
Carsonville, Mi 48419",7,7
-82.542485691,43.432016907,423,17,1015507,18.707,674002,CL,P,Port Sanilac,M-25,M-46,,NE,"From intersection of M-25 and M-46, go north approximately 200ft, turn right into Fire Hall/Sheriffs Office.  Go approximately 100ft behind building and down the hill.  The Lot will be at the bottom of the hill on the right.",No,2019,50,0,Yes,Paved,74,"73 N Lakeshore Rd
Port Sanilac, Mi 48469",7,7
-83.746410667,45.0600688310001,424,17,1023609,6.554,404002,CL,P,Lachine,M-32,M-65 (W Junc.),,SW,"From northbound M-65 turn right/east onto M-32 north of Spratt. Lot is on right/south adjacent to country store.

From eastbound M-32 lot is on right/south just past M-65 junction adjacent to country store (8 miles east of Hillman).

From southbound M-65/westbound M-32 lot is on left/south just before M-65 and M-32 divide (west M-65/M-32 junction) adjacent to country store 2 miles west of east M-65/M-32 junction south of Lachine.",Yes,2019,8,6,Yes,Paved,4,"14799 M-32
Lachine, Mi 49753",7,5
-83.6591517159999,45.0657171390001,425,17,1023609,10.967,404003,CL,P,Alpena/Emerson,M-32,Emerson Rd,,N,"From westbound M-32 turn right/north into lot 10 miles west of US-23 junction in Alpena. Lot is located 1.1 mile east of the intersection of Herron Road and M-32.

From eastbound M-32 turn left/north into lot. Lot is located 3.5 miles east of M-65 intersection south of Lachine. Lot is located 0.3 miles east of the intersection of Emerson Road and M-32.",Yes,2019,30,0,No,Paved,4,"10648 M-32
Herron, Mi 49744",7,7
-83.5674118699999,45.062404067,427,17,1023902,0.1,404004,CL,P,Alpena/Airport,M-32,Airport Rd,,U,"From eastbound M-32 turn left (north) on Airport Road, then take first left into lot. From westbound M-32, turn right (north) on Airport Road, then take first left into lot.",Yes,2019,20,0,No,Paved,4,"1150 Airport Rd
Alpena, Mi 49707",8,8
-82.6107683339999,43.7169152810001,428,17,1033107,1.85,632002,CL,P,White Rock,M-25,Atwater,,E,"From northbound M-25 lot is on the right/east side of route, South of Atwater Rd.

From southbound M-25 lot is on the left/east side of route, South of Atwater Rd. 
",Yes,2019,18,3,No,Paved,32,"4590 S Lakeshore Rd
Harbor Beach, Mi 48441",6,6
-82.742962698,43.81972153,429,17,1033809,25.136,632001,CL,P,Harbor Beach,M-142,Ruth Road,,NE,"From eastbound M-142 turn left/north onto Ruth Road about 7 miles east of Verona.  Lot is first left/west at Huron County Road Commission lot.

From westbound M-142 turn right/north onto Ruth Road about 4.75 miles west of Harbor Beach.  Lot is first left/west at Huron County Road Commission lot.",Yes,2019,10,3,Yes,Paved,32,"Sand Beach Rd
Harbor Beach, Mi 48411",6,6
-84.76734107,43.843668876,430,17,1041604,0.043,318001,CL,P,Clare,US-127,US-127BR/Colonville Road,160,NE,"From northbound US-127/westbound US-10 take Business US-127/Colonville Road (Exit 160) north of Clare. (This is the second Clare exit on US-127.) Turn left/west at end of ramp onto Colonville Road. Lot is first left/south.

From southbound US-127/eastbound US-10 take Business US-127/Colonville Road (Exit 160) north of Clare. (This is the first Clare exit.) Turn left/north at end of ramp onto BR US-127/Clare Road. Cross under freeway and turn right/east onto Colonville Road (first right/east past freeway). Lot is first right/south.",Yes,2019,36,22,Yes,Paved,18,"4360 E Colonville Rd
Clare, Mi 48617",6,7
-84.784564887,44.435663558,431,17,1052202,0.949,472001,CL,P,Higgins Lake,US-127,South Higgins Lake Road,201,NE,"From northbound US-127 (Exit 201) at Higgins Lake Road. Exit is also signed as South Higgins Lake Road State Park exit). Turn right/east at end of ramp. Lot is first left/north.

From southbound US-127 (Exit 201) at Higgins Lake Road (also signed the South Higgins Lake Road State Park exit). Turn left/east at end of ramp. Lot is first left/north east of northbound on-ramp.",Yes,2019,25,0,No,Paved,72,"Pine Rd
Roscommon, Mi 48653",7,7
-83.807721632,44.141130699,432,17,1066208,9.806,606001,CL,P,Twining,M-65,Maple Ridge Road,,SE,"From northbound M-65, lot is on right/east 1 mile north of Swartz Road just before Maple Ridge Road about 6.5 miles north of US-23 junction east of Omer.

From southbound M-65, lot is first left/east past Maple Ridge Road about 6.5 miles south of Whittemore.",Yes,2019,7,0,Near,Paved,6,"1863 Hale Rd
Twining, Mi 48766",7,8
-84.018735487,43.9831405940001,433,17,1067301,1.33,606002,CL,P,Standish,I-75,M-61,190,SW,"From northbound I-75, take exit 190 near Standish. Turn left/west onto M-61. Lot is first left/south inside interchange.

From southbound I-75, take exit 190 near Standish. Turn left/east onto M-61. Lot is first right/south.

From eastbound M-61, lot is first right/south past southbound I-75 on-ramp inside I-75 interchange west of Standish.

From westbound M-61, lot is first left/south past northbound I-75 on-ramp inside I-75 interchange 3 miles west of US-23/M-61 junction in Standish.",Yes,2019,50,12,Yes,Paved,6,"5353 M-61
Standish, Mi 48658",7,8
-85.19458668,44.7427358570001,434,17,1098301,7.707,340002,CL,P,Kalkaska - West,M-72,,,SW,"From US-131 take M-72 west to West Kalkaska Road. Turn left (south) lot is on the right.

From US-31 take M-72 east to West Kalkaska Road. Turn right (south) lot is on the right.",Yes,2019,30,2,No,Paved,40,,8,8
-85.409614528,44.8941603160001,435,17,1108504,0.466,305001,CL,P,Elk Rapids,US-31,Fourth Street,,NE,"From northbound US-31 turn right/east onto Fourth Street in Elk Rapids. Lot is on left/north.

From southbound US-31 turn left/east onto Fourth Street in Elk Rapids. Lot is on left/north.",Yes,2019,40,2,Near,Paved,5,"1st St
Elk Rapids, Mi 49629",7,7
-84.3666934509999,43.9834075810001,437,17,1119804,12.089,626001,CL,P,Wooden Shoe Village,M-30,M-61,,NE,"From northbound M-30, lot is first right/east past motel entrance near Lockwood Drive about 0.2 miles north of M-61 intersection east of Gladwin.

From southbound M-30, lot is first left/east past Lockwood Drive just north of M-61 east of Gladwin (about 25 miles south of West Branch).

From eastbound M-61, turn left/north onto M-30 6 miles east of Gladwin. Lot is on right/east just past motel entrance near Lockwood Drive.

From westbound M-61, turn right/north onto M-30 east of Gladwin (17 miles west of I-75). Lot is on right/east just past motel entrance at Lockwood Drive intersection.",Yes,2019,50,15,No,Paved,26,"201 M-30
Gladwin, Mi 48624",8,8
-84.4875519719999,43.8822488650001,438,17,1123403,2.059,626002,CL,P,Beaverton,M-18/Ross Street,Brown Street,,S,"From northbound M-18/Ross Street, turn left/west onto Brown Street in Beaverton. Lot is on left/south about 1.5 blocks from traffic light.

From southbound M-18/Ross Street, turn right/west onto Brown Street in Beaverton. Lot is on left/south about 1.5 blocks from traffic light.",Yes,2019,20,6,Yes,Paved,26,"144 W Brown St
Beaverton, Mi 48612",5,5
-85.3798024,44.4038275400001,439,17,1127709,3.944,383003,CL,P,Manton,US-131,M-42/US-131 BR,191,NE,"From northbound US-131 take exit 191 and turn right/west onto M-42/US-131 BR. Lot is on right/north.

From southbound US-131 take exit 191 and turn left/east onto M-42/US-131 BR. Lot is on left/north.

From eastbound M-42/US-131 BR lot is on left/north, just east of US-131 overpass.

From westbound M-42/US-131 BR lot is on right/north, just east of US-131 overpass.
",Yes,2019,30,3,No,Paved,83,"9875 No 16 1/2 Rd
Manton, Mi 49663",6,6
-85.416392104,44.2080683900001,440,17,1127810,26.852,383002,CL,P,Cadillac - South,US-131,M-115,176,NW,"From northbound US-131 take exit 176 and turn left/west onto M-55/M-115. Lot is on right/north.

From southbound US-131 take exit 176 and turn right/west onto M-55/M-115. Lot is on right/north.

From eastbound M-55/M-155 lot is on left/north, just west of US-131 interchange.

From westbound M-55/M-115 lot is on right/north, just west of US-131 interchange.",Yes,2019,13,3,Near,Paved,83,"E 46 Mile Rd
Cadillac, Mi 49601",5,5
-85.376680296,44.281348838,441,17,1131507,13.129,383001,CL,P,Cadillac - North,US-131,Boon Rd.,,NA,"From northbound US - 131 turn right/east onto Boon Rd. in Cadillac.  Lot is on right/south.

From southbound US -131 turn left/east onto Boon Rd. in Cadillac.  Lot is on right/south.",Yes,2019,28,1,Yes,Paved,83,"9398 E Boon Rd
Cadillac, Mi 49601",5,5
-86.928830628,46.3337589450001,442,17,1138308,1.893,202001,CL,P,Chatham Corners,M-94,M-67,,NE,"From northbound M-67 continue straight on M-94 at M-67/M-94 junction north of Limestone.  Lot is first right/east past junction.

From westbound M-94 turn right/north at M-67/M-94 junction 4 miles west of Forest Lake (stay on M-94).  Lot is first right/east.

From eastbound M-94 lot is last left/east before M-64 1 mile south of Chatham.",Yes,2019,10,0,Near,Paved,2,"M-94
Chatham, Mi 49816",5,9
-85.5708238879999,46.1009214900001,443,17,1142108,14.11,249004,CL,P,Crossroads,M-553,CR-480,,NE,"From northbound M-553 turn left into lot 200 feet south of CR-480.

From southbound M-553 turn right into lot 200 feet south of CR-480.

Lot is in south parking lot of Crossroads Bar/Restaurant.",Yes,2019,21,4,Yes,Paved,52,"900 CO RD 480, Marguette, MI",6,9
-85.4477005799999,46.0945850350001,444,17,1142108,20.131,249005,CL,P,Naubinway East,US-2,Naubinway Rd,,NW,"From eastbound US-2 lot is on left/north just before (west of) the intersection with Naubinway Road.

From westbound US-2 lot is on right/north just after (west of) the intersection with Naubinway Road.",No,2019,6,1,Near,Paved,49,"Naubinway Rd
Naubinway, Mi 49762",8,8
-85.571485291,46.1013016250001,445,17,1142208,0.026,249003,CL,P,Engadine,US-2,M-117,,NE,"Eastbound US - turn right/north

Westbound US-2 turn left/north",No,2019,11,2,Near,Paved,49,"U.S. 2 
Engadine, Mi 49827",9,9
-84.748130354,45.963248557,446,17,1143101,4.635,249001,CL,P,St. Ignace,I-75,M-123,352,SE,"From northbound I-75 take exit 352/M-123 north of St. Ignace.  Turn right/east onto M-123.  Turn right/south onto Mackinac Trail (where M-123 ends).  Lot is first right/west.

From southbound I-75 take exit 352/M-123.  Turn left/east onto M-123.  Turn right/south onto Mackinac Trail (where M-123 ends).  Lot is first right/west.

From southbound M-123 cross over I-75 at interchange 4 miles southeast of Allenville.  Turn right/south onto Mackinac Trail (where M-123 ends).  Lot is first  right/west.",Yes,2019,10,1,Near,Paved,49,"Mackinac Trail
St Ignace, Mi 49781",8,9
-84.678104175,46.0569627250001,447,17,1143604,0.659,249002,CL,P,Red Creek Trail,I-75,M-134,359,SE,"From Southbound I-75 take exit 359.  Turn Left/East onto M-134. Lot is first Left on the North side of M-134.

From Northbound I-75 take exit 359.  Turn Right/East onto M-134.  Lot is first Left on the North side of M-134.",Yes,2019,10,4,No,Paved,49,"M-134
Hessel, Mi 49745",8,6
-85.848554136,44.790193581,448,17,1147507,12.043,345001,CL,P,Traverse City - West,M-72,County Road 667,,NE,"From westbound M-72 lot is last right/ north before County Road 667 about 0.5 miles past Bright Road 10.5 miles west of M-22 intersection northwest of Traverse City.

From eastbound M-72 lot is first left/ north past County Road 667 about 13 miles east of M-22 intersection in Empire.",Yes,2019,37,1,No,Paved,45,"465 E Traverse Hwy
Maple City, Mi 49664",5,5
-85.653746107,44.9745883210001,449,17,1151503,0.005,345002,CL,P,Suttons Bay,Broadway,Lincoln Street,,NW,"From northbound M-22 (from Traverse City) in Suttons Bay turn left/west onto Broadway.  Lot is on right/north just past Lincoln 2 blocks west of M-22.

From southbound M-22 (from Northport) in Suttons Bay turn right/west onto Broadway (south of business district).  Lot is on right/north just past Lincoln 2 blocks west of M-22.",No,2019,10,0,Near,Gravel,45,"112 Lincoln Ave
Suttons Bay, Mi 49682",7,7
-84.785931971,45.4456425540001,451,17,1164507,11.046,424002,CL,P,Alanson,US-31,M-68,,NW,"From northbound US-31 lot is located on left/west side of road north of M-68 intersection in Alanson.

From southbound US-31 in Alanson lot is on right/west side of road just before M-68 intersection.

From westbound M-68 turn north onto US-31 at Alanson. Lot is on left/west.",Yes,2019,20,8,Near,Paved,24,"7260 Burr Ave
Alanson, Mi 49706",4,3
-84.784436313,45.5540313860001,452,17,1164507,18.556,424001,CL,P,Pellston,US-31,West Edgar Street,310,NW,"From northbound US-31 in Pellston lot is on left/west side of road just past Edgar Street.

From southbound US-31 in Pellston lot is on right/west side of road just past Edgar Street.",Yes,2019,17,2,Yes,Paved,24,"210 Stimpson St
Pellston, Mi 49769",4,4
-88.578050526,47.1210850840001,453,17,1175707,5.058,131001,CL,P,Houghton,M-26,4th Street,,NA,"From northbound US-41 in Houghton proceed on southbound M-26 instead of taking lift bridge north to Hancock.  Lot lies on right/north side of road along canal across from 4th Street.

From southbound US-41/M-26 turn right/west onto M-26 after crossing lift bridge in Houghton.  Lot lies on right/north side of road along canal across from 4th Street.

From northbound M-26 lot lies along canal on left/north across from 5th Street in Houghton.",No,2019,36,18,Near,Paved,31,"409 Memorial Rd, Houghton, MI 49931",8,8
-88.4089941569999,47.1923660520001,454,17,1175707,15.789,131003,CL,P,Lake Linden,M-26,4th Street,,SE,"From northbound M-26 turn right/east onto 4th Street in Lake Linden.  Lot is on right/south across from city hall and police station.

From southbound M-26 turn left/east onto 4th Street in Lake Linden.  Lot is on right/south across from city hall and police station.",Yes,2019,12,5,Near,Paved,31,"4th St Lake Linden, Mi 49945",9,9
-88.527348225,47.022786873,455,17,1178404,7.424,131002,CL,P,Chassell,US-41,,,NA,"From northbound US-41, the lot is located beyond the Chassell city sign at the south end of the Krist fuel station parking lot.",No,2019,10,6,Near,Paved,31,"606 Wilsom Memorial Dr, Chassell, Mi 49916",6,8
-88.1185985019999,46.537567504,456,17,1189907,0.092,107005,CL,P,Michigamme,US-41,Michigamme Market,,S,"From northbound (westbound) US-41/westbound M-28 lot lies on leftt/south side of road 0.5 miles west of Michigamme, just west of the Baraga/Marquette County Line.

From southbound (eastbound) US-41/eastbound M-28 lot lies on right/south side of road, just west of the Baraga/Marquette County Line, 4.5 miles east of Three Lakes (0.5 miles west of Michigamme).",No,2019,12,0,Near,Paved,7,"28 Michigan, Michigamme, MI 49861",6,4
-88.470662835,46.5839802770001,457,17,1189907,17.592,107002,CL,P,Alberta,M-28,US-141 (N Junction),,NE,"From northbound US-41/westbound M-28 lot is last right/north before US-141/M-28 junction west of Three Lakes.

From northbound US-141/eastbound M-28 turn right/east onto US-41/M-28 at junction east of Covington.  Lot is first left/north.

From southbound US-41 lot is first left/north past M-28/US-141 junction south of Alberta.",No,2019,30,4,Yes,Paved,7,"M-28 Covington, Mi 49919",5,5
-88.428195017,46.723097738,458,17,1189907,27.92,107001,CL,P,L'Anse,US-41,Baraga County Road Commission,,NA,"From northbound US-41 lot is last right/east before Baraga County Road Commission 6.5 miles north of Alberta.

From southbound US-41 lot is first left/east past Baraga County Road Commission 1.5 miles south of L'Anse.",No,2019,25,2,Yes,Gravel,7,"18139 US Highway 41, Lanse, MI 49946",5,5
-88.4832596209999,46.7823916990001,459,17,1189907,34.895,107004,CL,P,Baraga,US-41,M-38,,NE,"From northbound US-41 lot lies on right/east side of road 0.2 miles north of M-38 junction in Baraga.

From southbound US-41 lot lies on left/east side of road in Baraga about 0.25 miles south of northern village limit.",No,2019,33,3,No,Paved,7,"404 U.S. 41 Baraga, Mi 49908",7,7
-85.460324801,43.4321385760001,461,17,1206204,9.933,559001,CL,P,Lakeview/Amble,M-46,Old US-131/Federal Road,,NE,"From northbound US-131/eastbound M-46 take exit 120 north of Howard City.  Turn right/east onto M-46.  Turn left/north onto Old US-131 about 2 miles east of interchange .  Lot is first right/east.

From southbound US-131 take exit 120 north of Howard City.  Turn left/east onto M-46.  Turn left/north onto Old US-131 about 2 miles east of interchange.  Lot is first right/east.

From westbound M-46 turn right/north onto Old US-131 about 10 miles west of Lakeview.  Lot is first right/east.",Yes,2019,20,6,Yes,Paved,59,"Co Rd 599
Howard City, Mi 49329",9,9
-85.517210658,43.3958534650001,462,17,1206501,2.285,559004,CL,P,Howard City,US-131,M-82,118,SW,"From northbound US-131 take exit 118/M-82 near Howard City.  Turn left/west onto M-82.  Lot is first left/south inside interchange.

From southbound US-131 take exit 118/M-82 near Howard City.  Turn left/east onto M-82.  Lot is first right/south beyond overpass inside interchange.

From eastbound M-82 lot is first right/south past overpass inside US-131 interchange 14 miles east of M-37 intersection in Newaygo.",Yes,2019,35,20,Yes,Paved,59,"21950 Howard City Edmore Rd
Howard City, Mi 49329",8,8
-84.848788857,43.176097715,463,17,1211706,0.259,559002,CL,P,Carson City,M-57,Miner Street,,SE,"From westbound M-57 turn left/south onto Miner Street in Carson City.  Turn left/east onto Elm Street (first street south).  Lot is first left/north.

From eastbound M-57 turn right/south onto Miner Street in Carson City.  Turn left/east onto Elm Street (first street south).  Lot is first left/north.",Yes,2019,16,0,Yes,Paved,59,"280 W Elm St
Carson City, Mi 48811",4,4
-85.5471729609999,43.2952171650001,464,17,1216202,0.065,559003,CL,P,Sand Lake,US-131,22 Mile Road/M-46,110,NW,"From northbound US-131 take exit 110 near Sand Lake.  Turn left/west onto 22 Mile Road.  Turn right/north onto Whitefish Road (first right/north past southbound US-131 off-ramp).  Lot is first right/east.

From southbound US-131 take exit 110 near Sand Lake.  Turn right/west onto 22 Mile Road.  Turn right/north onto Whitefish Road (first right/north).  Lot is first right/east.",Yes,2018,30,7,Yes,Paved,59,"65 Whitefish Rd
Sand Lake, Mi 49343",8,8
-84.030457,44.996546,465,17,1218401,9.731,460001,CL,P,Atlanta,M-32,M-33 (E Junction),,SW,"From northbound M-33 turn left/west onto Old M-32/Dobbyn Road (last road before M-32 east of Atlanta). Lot is first right/north.

From westbound M-32 turn left/south onto M-33 west of Hillman. Turn right/west onto Old M-32/Dobbyn Road (first road after M-32/M-33 junction). Lot is first right/north.

From eastbound M-32/M-33 turn right/south onto M-32 east of Atlanta. Turn right/west onto Old M-32/Dobbyn Road (first road after M-32/M-33 junction). Lot is first right/west.",Yes,2019,15,1,No,Paved,60,"18156 Dobbyn Rd, Atlanta, MI 49709",7,8
-83.670931837,41.960229118,466,17,1224204,0.091,858002,CL,P,Dundee,US-23,M-50,17,NE,"From southbound US-23, take exit 17 near Dundee. Turn left/east onto M-50. Turn left/north onto Ann Arbor Road (Old Us-23) just pass northbound US-23 on-ramp across freeway. Lot is first left/west.

From northbound US-23, take exit 17 near Dundee.Turn right/east onto M-50. Turn left/north onto Ann Arbor Road (Old US-23) which is first left/north past interchange. Lot is first left/west.

From eastbound M-50, turn left/north onto Ann Arbor Road (Old US-23) just past US-23 interchange near Dundee. Lot is first left/west.

From westbound M-50, turn right/north onto Ann Arbor Road (Old US-23) west of Dundee just before US-23 interchange. Lot is first left/west.",Yes,2019,55,42,Yes,Paved,58,"4465 Ann Arbor Rd
Dundee, Mi 48131",9,8
-83.395876154,41.8804504410001,467,17,1234708,1.837,858001,CL,P,Monroe - South,I-75,LaPlaisance Road,11,SW,"From southbound I-75 take exit 11 south of Monroe. Turn right/north onto Laplaisance Road. Turn left/west onto Albain Road (service drive which is first road north of interchange). Lot is first left/south.

From northbound I-75 take exit 11 south of Monroe. Turn left/north onto Laplaisance Road. Turn left/west onto Albain Road (service drive which is first road north of interchange). Lot is first left/south.",Yes,2019,42,24,Yes,Paved,58,"6670 E Albain Rd
Monroe, Mi 48161",7,7
-83.365647489,42.0639824960001,468,17,1237108,3.074,858003,CL,P,Carleton,I-275,Rockwood Road,5,SW,"From southbound I-275, take exit 5 near Carleton. Turn right/west onto Carleton-Rockwood Road. Turn left/south  onto Calkins Road (first road west of interchange). Lot is first left/east.

From northbound I-275, take exit 5 near Carleton. Turn left/west onto Carleton-Rockwood Road. Turn left/south onto calkins Road (first road west of interchange). Lot is first left/east.",Yes,2019,20,5,Near,Paved,58,"13049 Calkins Rd, Carleton, MI 48117",4,8
-89.078472629,46.7615502360001,469,17,1271008,1.077,166001,CL,P,Mass City,M-26,Adventure Ave / Depot Rd,,SE,"From northbound M-26 turn right/south onto Adventure Avenue (Depot Road) in Mass City (about 5 miles north of US-45 junction).  Lot is first right/west.

From southbound M-26 turn left/south onto Adventure Avenue (Depot Road) in Mass City (about 1.5 miles south of M-38 junction east of Greenland).  Lot is first right/west just past corner.",Yes,2019,20,2,No,Paved,66,"Depot Rd, Mass City, Mi 49948",8,8
-89.175959742,46.534874965,470,17,1271101,28.252,166003,CL,P,Bruce Crossing,US-45,M-28,,SE,"From northbound US-45 turn right/east onto M-28. Lot is on the right/south after the Bruce Crossing Fire Department.

From southbound US-45 turn left/east onto M-28. Lot is on the right/south after the Bruce Crossing Fire Department.

From eastbound M-28 lot is on the right/south after the Bruce Crossing Fire Department.

From westbound M-28 lot is on the left/south east of the Bruce Crossing Fire Department.",No,2019,21,2,Near,Paved,66,"5549 M-28
Bruce Crossing, MI 49912",8,8
-88.565737529,46.1060744390001,471,17,1277904,4.507,136002,CL,P,Iron River,US-2,Bates-Amasa Road,,NW,"From westbound US-2 lot is first right/north past Bates-Amasa Road (County Road 643) about 11 miles west of US-141 junction in Crystal Falls.

From eastbound US-2 lot is last left/north before Bates-Amasa Road (County Road 643) about 4 miles east of Iron River.",Yes,2019,25,0,Near,Paved,36,"123 Willis Rd
Iron River, Mi 49935",6,5
-85.468534098,44.102740827,472,17,1289710,4.754,367001,CL,P,Tustin,US-131,Marion Road,168,NE,"From northbound US-131 take exit 168/20 Mile Road/Marion Road.  Turn right/east onto Marion Road.  Lot is first left/north.

From southbound US-131 take exit 168/20 Mile Road/Marion Road.  Turn left/east onto Marion Road.  Lot is first left/north.",No,2019,15,10,Yes,Paved,67,"19150 W Marion Rd
Tustin, Mi 49688",4,4
-85.530615886,43.887459474,474,17,1290603,1.585,367006,CL,P,Reed City,US-131,US-10,153,SE,From northbound US-131 take exit 153/US-10. Turn left/west onto US-10. Lot is first left/south. From southbound US-131 take exit 153/US-10. Turn left/east onto US-10. Lot is first right/south after US-131 overpasses. From westbound US-10 lot is first left/south past northbound US-131 on/off ramps at interchange west of Reed City. From eastbound US-10 lot is first right/south past US-131 overpasses at interchange west of Reed City.,Yes,2019,41,13,No,Paved,67,"22378-22998 U.S. 10
Reed City, Mi 49677",8,8
-85.1482661269999,43.900750025,475,17,1290603,21.447,367002,CL,P,Evart/Sears,US-10,M-66,,SW,"From westbound US-10 lot is first left/south past M-66 intersection 12 miles west of US-10/M-115 interchange northwest of Clare.

From eastbound US-10 lot is last right/south before US-10/M-66 intersection about 18 miles east of Reed City.

From northbound M-66 lot is last left/west before intersection with US-10 21 miles north of Mecosta.

From southbound M-66 lot is first right/west south of intersection with US-10 9 miles south of M-66/M-115 intersection near Gormer.",Yes,2019,15,0,Yes,Gravel,67,"3077 US-10,Sears, MI 49679",5,5
-85.50742292,43.974282234,476,17,1290708,0.557,367005,CL,P,Ashton,US-131,Ashton Road,159,NE,"From northbound US-131 take exit 159/11 Mile Road/Ashton Road near Ashton.  Turn right/east onto Ashton Road.  Lot is first left/north.

From southbound US-131 take exit 159/11 Mile Road/Ashton Road near Ashton.  Turn left/east onto Ashton Road.  Lot is first left/north past interchange.",Yes,2019,22,2,No,Paved,67,"Mackinaw Trail
Le Roy, Mi 49655",5,5
